Altium Designer Pick and Place Locations
F:\Development\Laptop Entwicklung\Shared\OV Tech GmbH\OV Tech GmbH - Cloud\02_Projects\00_Helios\01_Elektronik\01_Module\03_Keyboard\KB-PCB-R02\Project Outputs for KB-PCB-R02\Pick Place for KB-PCB-R02.txt

========================================================================================================================
File Design Information:

Date:       02.03.24
Time:       09:31
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator      Comment                             Layer       Footprint                                                Center-X(mm) Center-Y(mm) Rotation Description                                                                                                               
C35             "100nF 25V"                         TopLayer    CAPC1005X06L                                             14.6470      80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C30             "100nF 25V"                         TopLayer    CAPC1005X06L                                             31.7200      12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C49             "100nF 25V"                         TopLayer    CAPC1005X06L                                             236.6050     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C99             "100nF 25V"                         TopLayer    CAPC1005X06L                                             177.3800     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C78             "100nF 25V"                         TopLayer    CAPC1005X06L                                             253.6780     55.2000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C80             "100nF 25V"                         TopLayer    CAPC1005X06L                                             219.5270     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C104            "100nF 25V"                         TopLayer    CAPC1005X06L                                             236.6050     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C97             "100nF 25V"                         TopLayer    CAPC1005X06L                                             143.2330     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C20             "22µF 25V"                          BottomLayer CAPC2012X14L                                             92.1000      6.3000       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C62             "100nF 25V"                         TopLayer    CAPC1005X06L                                             83.0000      80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C34             "100nF 25V"                         TopLayer    CAPC1005X06L                                             19.1840      63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C25             "1µF 16V"                           BottomLayer CAPC1608X10L                                             95.8143      12.8000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 16VDC"                                                                 
C91             "100nF 25V"                         TopLayer    CAPC1005X06L                                             40.7940      29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C28             "100nF 25V"                         TopLayer    CAPC1005X06L                                             65.8670      12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C27             "100nF 25V"                         TopLayer    CAPC1005X06L                                             83.0890      12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C57             "100nF 25V"                         TopLayer    CAPC1005X06L                                             168.3000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C24             "10µF 25V"                          BottomLayer CAPC1608X10L                                             90.9000      11.7000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C74             "100nF 25V"                         TopLayer    CAPC1005X06L                                             160.3070     63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C72             "100nF 25V"                         TopLayer    CAPC1005X06L                                             126.1600     63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C41             "100nF 25V"                         TopLayer    CAPC1005X06L                                             100.0130     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C105            "100nF 25V"                         TopLayer    CAPC1005X06L                                             219.5320     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C67             "100nF 25V"                         TopLayer    CAPC1005X06L                                             57.8670      63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C83             "100nF 25V"                         TopLayer    CAPC1005X06L                                             168.3070     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C65             "100nF 25V"                         TopLayer    CAPC1005X06L                                             48.8000      80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C37             "100nF 25V"                         TopLayer    CAPC1005X06L                                             31.7170      101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C56             "100nF 25V"                         TopLayer    CAPC1005X06L                                             185.5000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C82             "100nF 25V"                         TopLayer    CAPC1005X06L                                             185.3800     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C32             "100nF 25V"                         TopLayer    CAPC1005X06L                                             19.1840      29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C58             "100nF 25V"                         TopLayer    CAPC1005X06L                                             151.2000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C47             "100nF 25V"                         TopLayer    CAPC1005X06L                                             202.4620     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C48             "100nF 25V"                         TopLayer    CAPC1005X06L                                             219.5450     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C44             "100nF 25V"                         TopLayer    CAPC1005X06L                                             151.2340     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C88             "100nF 25V"                         TopLayer    CAPC1005X06L                                             82.9400      46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C92             "100nF 25V"                         TopLayer    CAPC1005X06L                                             57.8670      29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C46             "100nF 25V"                         TopLayer    CAPC1005X06L                                             185.3620     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C38             "100nF 25V"                         TopLayer    CAPC1005X06L                                             48.7980      101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C55             "100nF 25V"                         TopLayer    CAPC1005X06L                                             202.6000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C70             "100nF 25V"                         TopLayer    CAPC1005X06L                                             109.0870     63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C42             "100nF 25V"                         TopLayer    CAPC1005X06L                                             117.0790     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C64             "100nF 25V"                         TopLayer    CAPC1005X06L                                             31.8000      80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C53             "10µF 25V"                          BottomLayer CAPC1608X10L                                             88.0417      8.3000       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C95             "100nF 25V"                         TopLayer    CAPC1005X06L                                             109.0870     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C81             "100nF 25V"                         TopLayer    CAPC1005X06L                                             202.4530     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C79             "100nF 25V"                         TopLayer    CAPC1005X06L                                             236.6050     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C61             "100nF 25V"                         TopLayer    CAPC1005X06L                                             100.0000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C45             "100nF 25V"                         TopLayer    CAPC1005X06L                                             168.2940     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C43             "100nF 25V"                         TopLayer    CAPC1005X06L                                             134.1620     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C102            "100nF 25V"                         TopLayer    CAPC1005X06L                                             241.1420     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C59             "100nF 25V"                         TopLayer    CAPC1005X06L                                             134.3000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C40             "100nF 25V"                         TopLayer    CAPC1005X06L                                             82.9290      101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C77             "100nF 25V"                         TopLayer    CAPC1005X06L                                             228.6050     63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C103            "100nF 25V"                         TopLayer    CAPC1005X06L                                             253.6780     12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C90             "100nF 25V"                         TopLayer    CAPC1005X06L                                             48.7940      46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C76             "100nF 25V"                         TopLayer    CAPC1005X06L                                             211.5320     63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C22             "100nF 25V"                         BottomLayer CAPC1005X06L                                             93.3388      9.2654       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C85             "100nF 25V"                         TopLayer    CAPC1005X06L                                             134.1600     46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C51             "100nF 25V"                         TopLayer    CAPC1005X06L                                             245.2000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C50             "100nF 25V"                         TopLayer    CAPC1005X06L                                             253.6620     101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C66             "100nF 25V"                         TopLayer    CAPC1005X06L                                             40.7940      63.6200      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C54             "100nF 25V"                         TopLayer    CAPC1005X06L                                             219.6000     80.6270      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C93             "100nF 25V"                         TopLayer    CAPC1005X06L                                             74.9400      29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C98             "100nF 25V"                         TopLayer    CAPC1005X06L                                             160.3070     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C100            "100nF 25V"                         TopLayer    CAPC1005X06L                                             194.4530     29.4740      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C60             "100nF 25V"                         TopLayer    CAPC1005X06L                                             117.0320     80.6285      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C36             "100nF 25V"                         TopLayer    CAPC1005X06L                                             14.6470      101.7000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C52             "10µF 25V"                          BottomLayer CAPC1608X10L                                             86.9000      8.3000       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 25VDC"                                                                 
C29             "100nF 25V"                         TopLayer    CAPC1005X06L                                             48.7940      12.4000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C26             "100nF 25V"                         BottomLayer CAPC1005X06L                                             99.7000      15.4000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
C33             "100nF 25V"                         TopLayer    CAPC1005X06L                                             22.5310      46.5470      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 25VDC"                                                                 
LED129          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 252.3080     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED124          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 243.7560     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED105          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 64.4920      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED109          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 201.0830     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED153          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 201.0890     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED90           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 90.6440      64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED154          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 13.2770      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED167          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 81.5700      47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED146          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 17.8140      64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED150          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 210.1620     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED130          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 17.8140      30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED161          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 184.0150     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED139          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 132.7920     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED152          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 124.7900     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED145          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 218.1620     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED169          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 166.9420     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED144          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 107.7170     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED92           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 64.4970      47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED143          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 132.7900     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED140          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 201.0920     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED87           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 30.3470      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED163          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 184.0100     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED162          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 13.2770      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED98           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 115.7090     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED165          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 73.5700      64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED99           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 107.7170     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED96           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 47.4260      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED95           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 64.4970      12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED119          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 56.4970      30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED102          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 193.0830     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED123          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 98.6430      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED148          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 183.9920     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED126          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 158.9370     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED120          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 239.7720     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED86           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 81.7190      12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED159          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 98.6440      47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED164          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 149.8640     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED116          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 81.5590      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED160          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 141.8630     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED118          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 184.0100     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED138          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 21.1650      47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED122          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 13.2770      12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED135          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 149.8630     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED114          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 81.5590      102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED93           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 176.0100     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED158          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 227.2350     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED136          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 90.6440      30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED151          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 115.7170     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED89           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 132.7920     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED127          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 166.9370     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED91           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 235.2350     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED106          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 235.2350     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED115          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 252.3080     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED132          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 218.1750     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED125          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 64.4920      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED110          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 39.4240      30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED100          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 218.1570     47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED107          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 98.6430      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED101          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 47.4240      47.1240      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED117          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 141.8630     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED104          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 47.4240      12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED108          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 124.7900     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED157          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 56.4970      64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED168          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 158.9370     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED134          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 176.0100     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED128          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 73.5700      30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED131          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 115.7090     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED166          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 252.3080     55.6610      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED113          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 30.3500      12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED94           SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 149.7190     12.9770      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED149          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 39.4240      64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED111          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 210.1570     30.0510      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED142          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 193.0890     64.1970      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED141          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 30.3470      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED156          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 166.9240     81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED133          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 47.4260      81.2270      0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
LED155          SK6805-EC15                         TopLayer    LED_0606_RGB_SK6805-EC15                                 166.9370     102.3000     0        "-40?~+80? RGB 0606 Light Emitting Diodes (LED) ROHS"                                                                     
R21             "100k 1%"                           BottomLayer RESC1005X04L                                             110.2602     8.1946       180      "Thick Film Resistors - SMD 100k 1%"                                                                                      
R20             "100k 1%"                           BottomLayer RESC1005X04L                                             108.7580     8.2000       180      "Thick Film Resistors - SMD 100k 1%"                                                                                      
J2_DBG          SM05B-SRSS-TB                       BottomLayer WIRE-TO-BOARD_SM05B-SRSS-TB                              134.8476     5.7973       0        "Wire to Board Connector 5pol 1.0mm Pitch"                                                                                
SW75            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                80.6290      9.9800       0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
TP_IO26         "Testpoint 0.75mm"                  BottomLayer TP_0.75mm                                                122.0000     6.1000       270      "Testpoint 0.75mm"                                                                                                        
TP_IO28         "Testpoint 0.75mm"                  BottomLayer TP_0.75mm                                                120.8000     5.1000       270      "Testpoint 0.75mm"                                                                                                        
TP_IO29         "Testpoint 0.75mm"                  BottomLayer TP_0.75mm                                                115.8000     6.0000       270      "Testpoint 0.75mm"                                                                                                        
SW81            CPG1316S01D02                       TopLayer    SW_KEYBOARD_KAIHL-PG1316S                                251.2180     9.9800       0        "Switch for keyboard, PG1316S series, Push-on type S. P. S. T"                                                            
